instability_index,gravy,helix,turn,sheet,charge
33.69980237154154,-1.0428853754940692,0.2193675889328063,0.2193675889328063,0.14031620553359683,53.952035412068646
75.46266416510346,-0.5613508442776735,0.19136960600375236,0.39212007504690427,0.19324577861163228,4.4211389812252335
48.68328611898016,-0.6685552407932015,0.17847025495750707,0.3286118980169972,0.2804532577903683,2.2987258988447365
57.84108910891091,-0.30693069306930715,0.2599009900990099,0.3193069306930693,0.26732673267326734,-4.946195182591751
53.96283057851251,-0.3648760330578513,0.29338842975206614,0.21487603305785125,0.2975206611570248,-3.5165245181398603
67.91163895486947,-0.8251781472684078,0.21852731591448932,0.26128266033254155,0.18764845605700714,38.56587800347851
65.15415037594012,-0.5685714285714284,0.24210526315789477,0.2932330827067669,0.2360902255639098,-11.89537207737557
49.527621483375945,-0.8081841432225061,0.24808184143222506,0.268542199488491,0.2506393861892583,-6.782793216897396
48.98669527896999,-0.6143776824034328,0.240343347639485,0.1459227467811159,0.3497854077253219,-28.09717253489015
46.49166666666667,-0.7194444444444446,0.3055555555555556,0.20833333333333334,0.33333333333333337,-3.387093008429389
46.45223642172533,-0.48642172523961613,0.2476038338658147,0.29073482428115016,0.21405750798722045,-4.068105236588323
51.38185140073108,-0.46272838002435857,0.2570036540803898,0.24238733252131547,0.27527405602923266,-8.360494545082119
29.419230769230758,-0.3602564102564105,0.3012820512820513,0.1282051282051282,0.28846153846153844,0.09966166248755925
75.73190082644663,-0.7649586776859488,0.1834710743801653,0.256198347107438,0.21983471074380168,35.89626905610292
34.80408163265305,-1.122448979591838,0.14285714285714285,0.24489795918367346,0.22448979591836735,54.6350398194101
37.21619329388579,-0.5364891518737662,0.27712031558185407,0.23274161735700194,0.2534516765285996,23.1401500747113
34.51714285714285,-0.7476190476190478,0.2571428571428571,0.19047619047619047,0.3238095238095238,-4.214132475758754
33.01487394958001,-0.2939309056956109,0.3025210084033613,0.23622782446311857,0.2530345471521942,-14.690214798173344
46.88060606060605,-0.5527272727272726,0.21212121212121213,0.3212121212121212,0.23636363636363636,-3.467245992067138
37.34296874999999,-0.30937499999999996,0.2421875,0.2109375,0.28125,14.025861155610274
38.847656249999986,-0.3109375,0.25,0.21875,0.265625,14.025861155610274
46.8683673469388,-0.3540816326530614,0.3163265306122449,0.18367346938775508,0.36734693877551017,2.730060782213176
50.87386494252897,-0.5514367816091947,0.2456896551724138,0.3103448275862069,0.19971264367816094,-12.362955475114475
39.70570469798657,-0.44295302013422855,0.3087248322147651,0.19798657718120807,0.21476510067114096,1.0450544784859517
45.31958904109594,-0.8373776908023473,0.24853228962818003,0.2309197651663405,0.23483365949119372,-16.318359100818256
49.247244094488174,-0.5267716535433071,0.2755905511811024,0.2125984251968504,0.3307086614173228,-4.290635001323224
42.83537414965986,-0.34965986394557813,0.2993197278911564,0.26530612244897955,0.19047619047619047,0.730087795920813
37.35420560747662,-0.47943925233644846,0.22429906542056072,0.2523364485981308,0.35514018691588783,6.698636899803658
42.80479338842982,-0.39388429752065995,0.28760330578512394,0.2115702479338843,0.29421487603305785,-7.2158751984877085
49.833950617283946,-0.9919753086419761,0.16049382716049382,0.2901234567901234,0.24074074074074073,3.61733959109144
36.2158310626704,-0.6103542234332409,0.2506811989100817,0.28201634877384196,0.19482288828337874,1.235820259073293
33.574993122421,-0.5907840440165049,0.26272352132049515,0.3012379642365887,0.18844566712517194,2.822822399100474
66.51039355992867,-0.45080500894454373,0.2558139534883721,0.3166368515205724,0.22540250447227192,19.647403903626994
62.57222222222221,-0.5069444444444443,0.20833333333333331,0.29166666666666663,0.3055555555555555,0.6006539451038204
53.419077568134234,-0.6046121593291407,0.20754716981132076,0.31865828092243187,0.22851153039832284,-14.884973145148017
44.794444444444444,-0.3569444444444445,0.3055555555555556,0.18055555555555555,0.3472222222222222,-4.31582313328996
44.04683544303797,-0.25189873417721514,0.2784810126582279,0.25316455696202533,0.2911392405063291,-2.480824678210702
42.17258064516128,-0.707258064516128,0.2560483870967742,0.23588709677419353,0.18951612903225806,27.789787695445632
45.76418604651161,-0.07302325581395347,0.2930232558139535,0.16279069767441862,0.32558139534883723,6.043089446528988
41.20873362445415,-0.3720524017467251,0.3056768558951965,0.18777292576419216,0.29257641921397376,-7.829514014988572
61.46069182389962,-0.7539308176100623,0.2389937106918239,0.26572327044025157,0.24213836477987422,-5.213411984942525
46.27426470588235,-0.6779411764705889,0.2426470588235294,0.16911764705882354,0.27205882352941174,21.680707325340336
49.0014705882353,-0.579411764705883,0.23529411764705882,0.13970588235294118,0.29411764705882354,19.662893347240313
47.186764705882354,-0.6036764705882358,0.23529411764705882,0.14705882352941177,0.29411764705882354,19.672794337339326
44.2389705882353,-0.618382352941177,0.23529411764705882,0.15441176470588236,0.286764705882353,19.672794337339326
42.63629629629629,-0.5829629629629636,0.23703703703703705,0.15555555555555556,0.28888888888888886,17.664891349238317
45.77058823529412,-0.568382352941177,0.24264705882352944,0.125,0.29411764705882354,20.66189434624131
43.38025889967637,-0.47119741100323614,0.3203883495145631,0.16504854368932037,0.284789644012945,11.007571215354375
48.55893719806762,-0.7644927536231876,0.20289855072463767,0.2608695652173913,0.21256038647342995,-17.86861986397762
43.92810810810808,-0.3291891891891893,0.2783783783783784,0.24324324324324326,0.2702702702702703,-9.024866337012249
68.19913419913436,-0.37900432900432884,0.2510822510822511,0.2943722943722944,0.2337662337662338,4.078627027308372
25.88717948717948,-0.003846153846153848,0.32051282051282054,0.19230769230769232,0.2692307692307693,-0.5007226576576116
66.36193181818182,-0.5539772727272729,0.22727272727272727,0.19886363636363635,0.34659090909090906,-11.309673818611735
40.74036979969195,-0.3818181818181817,0.2850539291217258,0.19876733436055471,0.2665639445300462,4.719357135847972
46.991025641025615,-0.1551282051282051,0.2692307692307693,0.21794871794871795,0.3333333333333333,-0.39151360877007413
52.22146690518791,-0.16082289803220073,0.261180679785331,0.23076923076923075,0.31305903398926654,-13.818459101539375
39.476098360655776,-0.45426229508196714,0.3098360655737705,0.23114754098360657,0.21311475409836067,-4.575102498484156
47.404985337243396,-0.23988269794721412,0.28445747800586507,0.20527859237536655,0.31085043988269795,-2.773574441943495
40.89045172719243,-0.7420726306465895,0.29495128432240925,0.19663418954827283,0.2745792736935341,-8.43394194331708
29.910526315789458,0.17819548872180452,0.3233082706766917,0.2631578947368421,0.15037593984962405,7.670459017909266
34.23737373737372,-0.0419191919191918,0.3383838383838384,0.2121212121212121,0.23737373737373735,11.825703229792065
63.51031746031746,-0.7444444444444447,0.2777777777777778,0.23809523809523808,0.23015873015873015,7.847462809702497
58.55862790697683,-0.6172093023255817,0.20930232558139536,0.28837209302325584,0.258139534883721,-2.2603433239570947
32.209965753424655,-0.4445205479452058,0.3527397260273972,0.18493150684931506,0.2397260273972603,-5.240693117922028
71.93001960784343,-0.7968627450980386,0.2392156862745098,0.29215686274509806,0.2372549019607843,-17.033529424136375
66.568385744235,-0.8765199161425569,0.2389937106918239,0.2830188679245283,0.22012578616352202,-12.12676459714286
56.33748361730044,-0.694888597640891,0.25163826998689387,0.2503276539973788,0.272608125819135,-9.502454124760362
41.25946,-0.4573999999999998,0.266,0.262,0.22599999999999998,-0.6851748389797763
45.712639372822586,-0.8684668989547035,0.2229965156794425,0.24825783972125437,0.24477351916376305,45.390170134256124
48.82768361581938,-0.54731638418079,0.2951977401129944,0.21045197740112995,0.2669491525423729,-13.86703881573223
44.22148337595906,-0.5202046035805622,0.24808184143222506,0.3350383631713555,0.17647058823529413,6.28744177062174
28.885245901639347,-0.4475409836065576,0.3442622950819672,0.2,0.22295081967213115,4.0206285340074075
61.20888468809093,-0.387145557655954,0.25897920604914937,0.31568998109640833,0.2570888468809074,-21.320758671731987
51.13444881889772,-0.4084645669291335,0.24212598425196852,0.2933070866141732,0.25196850393700787,5.348196214614518
52.7959910913141,-0.2465478841870824,0.25835189309576834,0.2984409799554566,0.22717149220489977,2.172559723365268
39.73044428259313,-0.012017479970867238,0.26948288419519295,0.23015294974508377,0.30007283321194467,5.501275290312705
53.06509803921577,-0.3976470588235296,0.3,0.1980392156862745,0.28627450980392155,-0.5145889737341776
48.55159169550173,-0.35501730103806256,0.314878892733564,0.18685121107266436,0.2664359861591695,-0.878193898161058
